rank	text	glyph	tier	cl100k	o200k	saved	freq_per_M	value	cum_value_pct	domain
1048	String::new()	ㅇ	B	4	4	3	400.0	1200.0	84.46	code-general
1049	Map<String,	ㅋ	B	3	3	2	600.0	1200.0	84.5	code-general
1050	t.Errorf(	ㅎ	B	3	3	2	600.0	1200.0	84.53	code-general
1051	*testing.T	ㅠ	B	3	3	2	600.0	1200.0	84.56	code-general
1052	int64_t	ㅡ	B	3	3	2	600.0	1200.0	84.6	code-general
1053	the following error	ㆍ	B	3	3	2	600.0	1200.0	84.63	prompt-instructions
1054	the following format	丁	B	3	3	2	600.0	1200.0	84.66	prompt-instructions
1055	just give me	七	B	3	3	2	600.0	1200.0	84.7	prompt-instructions
1056	step by step instructions	丈	B	4	4	3	400.0	1200.0	84.73	prompt-instructions
1057	create a function	且	B	3	3	2	600.0	1200.0	84.77	prompt-instructions
1058	write a script	世	B	3	3	2	600.0	1200.0	84.8	prompt-instructions
1059	make it more concise	丘	B	4	4	3	400.0	1200.0	84.83	prompt-instructions
1060	easier to read	丝	B	4	4	3	400.0	1200.0	84.87	prompt-instructions
1061	easy to understand	严	B	3	3	2	600.0	1200.0	84.9	prompt-instructions
1062	i am getting	並	B	3	3	2	600.0	1200.0	84.93	prompt-instructions
1063	getting an error	丨	B	3	3	2	600.0	1200.0	84.97	prompt-instructions
1064	help me understand	丰	B	3	3	2	600.0	1200.0	85.0	prompt-instructions
1065	make it better	临	B	3	3	2	600.0	1200.0	85.04	prompt-instructions
1066	optimize the	丶	B	2	3	2	600.0	1200.0	85.07	prompt-instructions
1067	refactor the	丸	B	3	3	2	600.0	1200.0	85.1	prompt-instructions
1068	let's say	丹	B	3	3	2	600.0	1200.0	85.14	prompt-instructions
1069	is not working	丽	B	3	3	2	600.0	1200.0	85.17	prompt-instructions
1070	has to	举	B	2	2	1	1200.0	1200.0	85.2	prompt-instructions
1071	at the top	乃	B	3	3	2	600.0	1200.0	85.24	prompt-instructions
1072	when i run	久	B	3	3	2	600.0	1200.0	85.27	prompt-instructions
1073	make it so that	乌	B	4	4	3	400.0	1200.0	85.31	prompt-instructions
1074	gradient descent	乎	B	2	2	1	1200.0	1200.0	85.34	ml-ai-jargon
1075	backpropagation	乐	B	3	3	2	600.0	1200.0	85.37	ml-ai-jargon
1076	recurrent neural network	乔	B	4	4	3	400.0	1200.0	85.41	ml-ai-jargon
1077	dimensionality reduction	乗	B	3	4	3	400.0	1200.0	85.44	ml-ai-jargon
1078	pretrained model	乘	B	3	3	2	600.0	1200.0	85.47	ml-ai-jargon
1079	generative model	乙	B	3	3	2	600.0	1200.0	85.51	ml-ai-jargon
1080	diffusion model	九	B	3	3	2	600.0	1200.0	85.54	ml-ai-jargon
1081	self-attention	习	B	3	3	2	600.0	1200.0	85.57	ml-ai-jargon
1082	train_test_split	乡	B	3	3	2	600.0	1200.0	85.61	ml-ai-jargon
1083	optimizer.zero_grad()	买	B	4	4	3	400.0	1200.0	85.64	ml-ai-jargon
1084	bias-variance tradeoff	乱	B	5	5	4	300.0	1200.0	85.68	ml-ai-jargon
1085	npm ci	乳	B	2	2	1	1200.0	1200.0	85.71	shell-cli-git
1086	mv -f	乾	B	3	3	2	600.0	1200.0	85.74	shell-cli-git
1087	&& \	亂	B	2	2	1	1200.0	1200.0	85.78	shell-cli-git
1088	| head	予	B	2	2	1	1200.0	1200.0	85.81	shell-cli-git
1089	go build	争	B	2	2	1	1200.0	1200.0	85.84	shell-cli-git
1090	fatal:	亏	B	2	2	1	1200.0	1200.0	85.88	shell-cli-git
1091	$env:	云	B	3	3	2	600.0	1200.0	85.91	shell-cli-git
1092	build/	互	B	2	2	1	1200.0	1200.0	85.95	shell-cli-git
1093	```ts	井	B	2	2	1	1200.0	1200.0	85.98	markdown-docs
1094	```mermaid	亚	B	3	3	2	600.0	1200.0	86.01	markdown-docs
1095	## Overview	亞	B	2	2	1	1200.0	1200.0	86.05	markdown-docs
1096	## Roadmap	亡	B	3	3	2	600.0	1200.0	86.08	markdown-docs
1097	### Example	亦	B	2	2	1	1200.0	1200.0	86.11	markdown-docs
1098	Quick Start	亩	B	2	2	1	1200.0	1200.0	86.15	markdown-docs
1099	described below	亭	B	3	3	2	600.0	1200.0	86.18	markdown-docs
1100	this section describes	亮	B	3	3	2	600.0	1200.0	86.22	markdown-docs
1101	execute the following	亲	B	3	3	2	600.0	1200.0	86.25	markdown-docs
1102	the command above	什	B	3	3	2	600.0	1200.0	86.28	markdown-docs
1103	config file	仁	B	2	2	1	1200.0	1200.0	86.32	markdown-docs
1104	as expected	仅	B	2	2	1	1200.0	1200.0	86.35	markdown-docs
1105	Table of contents	仍	B	3	3	2	600.0	1200.0	86.38	markdown-docs
1106	further information	仓	B	3	3	2	600.0	1200.0	86.42	markdown-docs
1107	implies that	仔	B	3	3	2	600.0	1200.0	86.45	math-logic
1108	i would appreciate it if	仕	B	5	5	4	300.0	1200.0	86.49	business-email
1109	thank you for your patience	仙	B	5	5	4	300.0	1200.0	86.52	business-email
1110	please let me know your availability	令	B	6	6	5	240.0	1200.0	86.55	business-email
1111	let me know what works for you	仪	B	7	7	6	200.0	1200.0	86.59	business-email
1112	please let me know if this works	仲	B	7	7	6	200.0	1200.0	86.62	business-email
1113	wanted to give you a quick update	伊	B	7	7	6	200.0	1200.0	86.65	business-email
1114	please let me know if there's anything	伍	B	8	7	6	200.0	1200.0	86.69	business-email
1115	WWW-Authenticate	伏	B	3	3	2	600.0	1200.0	86.72	web-http-api
1116	request payload	休	B	2	2	1	1200.0	1200.0	86.75	web-http-api
1117	forbidden	众	B	2	2	1	1200.0	1200.0	86.79	web-http-api
1118	fetch request	伙	B	2	2	1	1200.0	1200.0	86.82	web-http-api
1119	await response	伝	B	2	2	1	1200.0	1200.0	86.86	web-http-api
1120	req.headers	伟	B	2	2	1	1200.0	1200.0	86.89	web-http-api
1121	request parameters	伤	B	2	2	1	1200.0	1200.0	86.92	web-http-api
1122	HTTP error	伦	B	2	2	1	1200.0	1200.0	86.96	web-http-api
1123	PUT request	伯	B	2	2	1	1200.0	1200.0	86.99	web-http-api
1124	DELETE request	估	B	2	2	1	1200.0	1200.0	87.02	web-http-api
1125	axios.get	伴	B	2	2	1	1200.0	1200.0	87.06	web-http-api
1126	axios.post	伸	B	2	2	1	1200.0	1200.0	87.09	web-http-api
1127	network request	似	B	2	2	1	1200.0	1200.0	87.13	web-http-api
1128	preflight request	低	B	3	3	2	600.0	1200.0	87.16	web-http-api
1129	CROSS JOIN	住	B	3	3	2	600.0	1200.0	87.19	sql-data
1130	LAG(	佐	B	2	3	2	600.0	1200.0	87.23	sql-data
1131	LEAD(	佛	B	3	3	2	600.0	1200.0	87.26	sql-data
1132	WHERE EXISTS	佣	B	2	2	1	1200.0	1200.0	87.29	sql-data
1133	WITH GRANT OPTION	佩	B	4	4	3	400.0	1200.0	87.33	sql-data
1134	INTERSECT	佳	B	3	3	2	600.0	1200.0	87.36	sql-data
1135	learning rate	來	B	2	2	1	1150.0	1150.0	87.39	ml-ai-jargon
1136	as a function of	依	B	4	4	3	380.0	1140.0	87.43	math-logic
1137	i hope this helps	侠	B	4	4	3	380.0	1140.0	87.46	business-email
1138	as a consequence	侣	B	3	3	2	560.0	1120.0	87.49	logic-reasoning
1139	as soon as	侧	B	3	3	2	560.0	1120.0	87.52	business-email
1140	of the form	侯	B	3	3	2	560.0	1120.0	87.55	math-logic
1141	thank you for your interest	侵	B	5	5	4	280.0	1120.0	87.58	business-email
1142	thank you for your feedback	便	B	5	5	4	280.0	1120.0	87.62	business-email
1143	i apologize for the inconvenience	係	B	5	5	4	280.0	1120.0	87.65	business-email
1144	let me know if you have any concerns	促	B	8	8	7	160.0	1120.0	87.68	business-email
1145	rather than	俄	B	2	2	1	1100.0	1100.0	87.71	prompt-instructions
1146	import json	俊	B	2	2	1	1100.0	1100.0	87.74	python
1147	= Body(...)	俗	B	3	3	2	550.0	1100.0	87.77	python
1148	useEffect(	俱	B	3	3	2	550.0	1100.0	87.8	js-ts
1149	? (	俺	B	2	2	1	1100.0	1100.0	87.83	js-ts
1150	interface{}	個	B	2	2	1	1100.0	1100.0	87.86	code-general
1151	for _,	們	B	2	2	1	1100.0	1100.0	87.89	code-general
1152	.iter()	倒	B	2	2	1	1100.0	1100.0	87.93	code-general
1153	assert(	候	B	2	2	1	1100.0	1100.0	87.96	code-general
1154	size_t	借	B	2	2	1	1100.0	1100.0	87.99	code-general
1155	public void	倡	B	2	2	1	1100.0	1100.0	88.02	code-general
1156	without changing	値	B	2	2	1	1100.0	1100.0	88.05	prompt-instructions
1157	the bug	倫	B	2	2	1	1100.0	1100.0	88.08	prompt-instructions
1158	bullet points	债	B	2	2	1	1100.0	1100.0	88.11	prompt-instructions
1159	please help	倾	B	2	2	1	1100.0	1100.0	88.14	prompt-instructions
1160	attention mechanism	假	B	2	2	1	1100.0	1100.0	88.17	ml-ai-jargon
1161	batch size	偏	B	2	2	1	1100.0	1100.0	88.2	ml-ai-jargon
1162	labeled data	做	B	3	3	2	550.0	1100.0	88.23	ml-ai-jargon
1163	inference time	健	B	3	3	2	550.0	1100.0	88.27	ml-ai-jargon
1164	chain of thought	側	B	3	3	2	550.0	1100.0	88.3	ml-ai-jargon
1165	end-to-end	偶	B	3	3	2	550.0	1100.0	88.33	ml-ai-jargon
1166	git tag	偷	B	2	2	1	1100.0	1100.0	88.36	shell-cli-git
1167	| tail	偿	B	2	2	1	1100.0	1100.0	88.39	shell-cli-git
1168	go.mod	傅	B	2	2	1	1100.0	1100.0	88.42	shell-cli-git
1169	go run	備	B	2	2	1	1100.0	1100.0	88.45	shell-cli-git
1170	cargo build	储	B	2	2	1	1100.0	1100.0	88.48	shell-cli-git
1171	## Configuration	催	B	2	2	1	1100.0	1100.0	88.51	markdown-docs
1172	## License	傳	B	2	2	1	1100.0	1100.0	88.54	markdown-docs
1173	## Changelog	傷	B	3	3	2	550.0	1100.0	88.57	markdown-docs
1174	documentation for	働	B	2	2	1	1100.0	1100.0	88.6	markdown-docs
1175	see below	僕	B	2	2	1	1100.0	1100.0	88.64	markdown-docs
1176	command-line	價	B	2	2	1	1100.0	1100.0	88.67	markdown-docs
1177	commit message	億	B	2	2	1	1100.0	1100.0	88.7	markdown-docs
1178	for now	優	B	2	2	1	1100.0	1100.0	88.73	markdown-docs
1179	Learn more	儿	B	2	2	1	1100.0	1100.0	88.76	markdown-docs
1180	the function	允	B	2	2	1	1100.0	1100.0	88.79	math-logic
1181	i am pleased to inform you	兄	B	6	6	5	220.0	1100.0	88.82	business-email
1182	thank you for your prompt response	充	B	6	6	5	220.0	1100.0	88.85	business-email
1183	let me know if that works	兆	B	6	6	5	220.0	1100.0	88.88	business-email
1184	by the end of the week	光	B	6	6	5	220.0	1100.0	88.91	business-email
1185	i appreciate you taking the time	克	B	6	6	5	220.0	1100.0	88.94	business-email
1186	if you have any further questions	免	B	6	6	5	220.0	1100.0	88.98	business-email
1187	Accept header	児	B	2	2	1	1100.0	1100.0	89.01	web-http-api
1188	request timeout	兑	B	2	2	1	1100.0	1100.0	89.04	web-http-api
1189	path params	兒	B	2	2	1	1100.0	1100.0	89.07	web-http-api
1190	request failed	兔	B	2	2	1	1100.0	1100.0	89.1	web-http-api
1191	client_id	党	B	2	2	1	1100.0	1100.0	89.13	web-http-api
1192	RESTful	內	B	2	2	1	1100.0	1100.0	89.16	web-http-api
1193	SET NULL	兩	B	2	2	1	1100.0	1100.0	89.19	sql-data
1194	CHECK (	八	B	2	2	1	1100.0	1100.0	89.22	sql-data
1195	as long as	六	B	3	3	2	540.0	1080.0	89.25	math-logic
1196	it follows that	兰	B	3	3	2	540.0	1080.0	89.28	math-logic
1197	multiplied by	兴	B	3	4	3	360.0	1080.0	89.31	math-logic
1198	assume that	兵	B	2	3	2	540.0	1080.0	89.34	math-logic
1199	can be written as	典	B	4	4	3	360.0	1080.0	89.37	math-logic
1200	following up on	养	B	3	3	2	540.0	1080.0	89.41	business-email
1201	if there is anything i can do	兼	B	7	7	6	180.0	1080.0	89.44	business-email
1202	let me know a time that works	兽	B	7	7	6	180.0	1080.0	89.47	business-email
1203	= payload or {}	冈	B	4	4	3	350.0	1050.0	89.5	python
1204	LEADS_DB_FILE	冊	B	4	4	3	350.0	1050.0	89.52	python
1205	addEventListener(	冒	B	2	4	3	350.0	1050.0	89.55	js-ts
1206	throw new Error(	军	B	4	4	3	350.0	1050.0	89.58	js-ts
1207	as detailed as possible	农	B	4	4	3	350.0	1050.0	89.61	prompt-instructions
1208	what does this code	冠	B	4	4	3	350.0	1050.0	89.64	prompt-instructions
1209	make sure not to	冬	B	4	4	3	350.0	1050.0	89.67	prompt-instructions
1210	hyperparameter	冰	B	2	2	1	1050.0	1050.0	89.7	ml-ai-jargon
1211	k-means clustering	冲	B	4	4	3	350.0	1050.0	89.73	ml-ai-jargon
1212	unlabeled data	决	B	4	4	3	350.0	1050.0	89.76	ml-ai-jargon
1213	stochastic gradient descent	况	B	4	4	3	350.0	1050.0	89.79	ml-ai-jargon
1214	device = torch.device	冷	B	4	4	3	350.0	1050.0	89.82	ml-ai-jargon
1215	is equivalent to	冻	B	3	3	2	520.0	1040.0	89.85	math-logic
1216	should you have any questions	净	B	5	5	4	260.0	1040.0	89.88	business-email
1217	please note that	准	B	3	3	2	520.0	1040.0	89.91	business-email
1218	i am reaching out regarding	凉	B	5	5	4	260.0	1040.0	89.94	business-email
1219	i would be happy to	凌	B	5	5	4	260.0	1040.0	89.97	business-email
1220	i wanted to make sure	减	B	5	5	4	260.0	1040.0	89.99	business-email
1221	when it comes to	凝	B	4	4	3	340.0	1020.0	90.02	prose-connectives
1222	with respect to x	几	B	4	4	3	340.0	1020.0	90.05	math-logic
1223	the key point	凡	B	3	3	2	510.0	1020.0	90.08	logic-reasoning
1224	in other words,	凤	B	4	4	3	340.0	1020.0	90.11	logic-reasoning
1225	as a result,	処	B	4	4	3	335.0	1005.0	90.14	logic-reasoning
1226	more than	凭	B	2	2	1	1000.0	1000.0	90.17	prose-connectives
1227	first of all	凯	B	3	3	2	500.0	1000.0	90.19	markdown-docs
1228	TEXT PRIMARY KEY	凰	B	3	3	2	500.0	1000.0	90.22	python
1229	-> int:	凸	B	3	3	2	500.0	1000.0	90.25	python
1230	def list_	函	B	3	3	2	500.0	1000.0	90.28	python
1231	logger.info(	刀	B	3	3	2	500.0	1000.0	90.31	python
1232	str(uuid.uuid4())	切	B	5	5	4	250.0	1000.0	90.33	python
1233	return self.	刊	B	3	3	2	500.0	1000.0	90.36	python
1234	in range(	刑	B	3	3	2	500.0	1000.0	90.39	python
1235	{row["name"]	划	B	5	5	4	250.0	1000.0	90.42	python
1236	= int(	刘	B	3	3	2	500.0	1000.0	90.45	python
1237	lead_store.	刚	B	3	3	2	500.0	1000.0	90.47	python
1238	payload.get("actor_id")	创	B	6	6	5	200.0	1000.0	90.5	python
1239	&& (	删	B	2	2	1	1000.0	1000.0	90.53	js-ts
1240	to_owned()	判	B	3	3	2	500.0	1000.0	90.56	code-general
1241	fprintf(stderr,	別	B	3	3	2	500.0	1000.0	90.59	code-general
1242	defer	刷	B	1	2	1	1000.0	1000.0	90.62	code-general
1243	go func()	券	B	3	3	2	500.0	1000.0	90.64	code-general
1244	= nullptr;	刺	B	3	3	2	500.0	1000.0	90.67	code-general
1245	.equals(	刻	B	2	2	1	1000.0	1000.0	90.7	code-general
1246	.as_ref()	剂	B	3	3	2	500.0	1000.0	90.73	code-general
1247	log.Fatal(	則	B	3	3	2	500.0	1000.0	90.76	code-general
1248	in great detail	削	B	3	3	2	500.0	1000.0	90.78	prompt-instructions
1249	keep it short	剑	B	3	3	2	500.0	1000.0	90.81	prompt-instructions
1250	do not explain	剤	B	3	3	2	500.0	1000.0	90.84	prompt-instructions
1251	and nothing else	剧	B	3	3	2	500.0	1000.0	90.87	prompt-instructions
1252	rewrite the following	剩	B	3	3	2	500.0	1000.0	90.9	prompt-instructions
1253	generate a list	剪	B	3	3	2	500.0	1000.0	90.92	prompt-instructions
1254	keep the same	副	B	3	3	2	500.0	1000.0	90.95	prompt-instructions
1255	the above code	割	B	3	3	2	500.0	1000.0	90.98	prompt-instructions
1256	optimize this	創	B	2	3	2	500.0	1000.0	91.01	prompt-instructions
1257	one by one	劇	B	3	3	2	500.0	1000.0	91.04	prompt-instructions
1258	build me a	办	B	3	3	2	500.0	1000.0	91.06	prompt-instructions
1259	in simple terms	助	B	3	3	2	500.0	1000.0	91.09	prompt-instructions
1260	make it work	努	B	3	3	2	500.0	1000.0	91.12	prompt-instructions
1261	as an expert	励	B	3	3	2	500.0	1000.0	91.15	prompt-instructions
1262	turn this into	劲	B	3	3	2	500.0	1000.0	91.18	prompt-instructions
1263	at the moment	劳	B	3	3	2	500.0	1000.0	91.21	prompt-instructions
1264	make it so	効	B	3	3	2	500.0	1000.0	91.23	prompt-instructions
1265	confusion matrix	势	B	3	3	2	500.0	1000.0	91.26	ml-ai-jargon
1266	multi-head attention	勇	B	3	3	2	500.0	1000.0	91.29	ml-ai-jargon
1267	sentiment analysis	勒	B	3	3	2	500.0	1000.0	91.32	ml-ai-jargon
1268	few-shot learning	務	B	3	3	2	500.0	1000.0	91.35	ml-ai-jargon
1269	cosine similarity	勝	B	3	3	2	500.0	1000.0	91.37	ml-ai-jargon
1270	probability distribution	募	B	2	3	2	500.0	1000.0	91.4	ml-ai-jargon
1271	hyperparameter tuning	勢	B	3	3	2	500.0	1000.0	91.43	ml-ai-jargon
1272	F1 score	勤	B	3	3	2	500.0	1000.0	91.46	ml-ai-jargon
1273	docker images	勿	B	2	2	1	1000.0	1000.0	91.49	shell-cli-git
1274	go test	匙	B	2	2	1	1000.0	1000.0	91.51	shell-cli-git
1275	cargo run	匹	B	2	2	1	1000.0	1000.0	91.54	shell-cli-git
1276	dnf install	医	B	3	3	2	500.0	1000.0	91.57	shell-cli-git
1277	Remove-Item	區	B	3	3	2	500.0	1000.0	91.6	shell-cli-git
1278	```yaml	千	B	2	2	1	1000.0	1000.0	91.63	markdown-docs
1279	## Features	升	B	2	2	1	1000.0	1000.0	91.65	markdown-docs
1280	## Examples	半	B	2	2	1	1000.0	1000.0	91.68	markdown-docs
1281	file path	协	B	2	2	1	1000.0	1000.0	91.71	markdown-docs
1282	as needed	卒	B	2	2	1	1000.0	1000.0	91.74	markdown-docs
1283	is optional	卓	B	2	2	1	1000.0	1000.0	91.77	markdown-docs
1284	default value	協	B	2	2	1	1000.0	1000.0	91.8	markdown-docs
1285	Back to top	卖	B	3	3	2	500.0	1000.0	91.82	markdown-docs
1286	how would you like to proceed	単	B	6	6	5	200.0	1000.0	91.85	business-email
1287	it was a pleasure meeting you	博	B	6	6	5	200.0	1000.0	91.88	business-email
1288	No Content	占	B	2	2	1	1000.0	1000.0	91.91	web-http-api
1289	endpoint path	卡	B	2	2	1	1000.0	1000.0	91.94	web-http-api
1290	paginated	卢	B	2	2	1	1000.0	1000.0	91.96	web-http-api
1291	endpoint that	卧	B	2	2	1	1000.0	1000.0	91.99	web-http-api
1292	client_secret	卫	B	2	2	1	1000.0	1000.0	92.02	web-http-api
1293	endpoint returns	印	B	2	2	1	1000.0	1000.0	92.05	web-http-api
1294	IS DISTINCT FROM	危	B	3	3	2	500.0	1000.0	92.08	sql-data
1295	keep in mind that	却	B	4	4	3	330.0	990.0	92.1	logic-reasoning
1296	at most	卷	B	2	2	1	980.0	980.0	92.13	math-logic
1297	for example,	卸	B	3	3	2	490.0	980.0	92.16	logic-reasoning
1298	it is clear that	厂	B	4	4	3	325.0	975.0	92.19	logic-reasoning
1299	as a matter of fact	厅	B	5	5	4	242.0	968.0	92.21	logic-reasoning
1300	the rest of	厉	B	3	3	2	480.0	960.0	92.24	prose-collocations
1301	at the end of	压	B	4	4	3	320.0	960.0	92.27	prose-collocations
1302	e.target.value	厕	B	3	3	2	480.0	960.0	92.29	js-ts
1303	we have that	厘	B	3	3	2	480.0	960.0	92.32	math-logic
1304	the product of	厚	B	3	3	2	480.0	960.0	92.35	math-logic
1305	suppose that	厦	B	3	3	2	480.0	960.0	92.38	math-logic
1306	at least one	厨	B	3	3	2	480.0	960.0	92.4	math-logic
1307	and so on	參	B	3	3	2	480.0	960.0	92.43	math-logic
1308	as per our conversation	又	B	4	4	3	320.0	960.0	92.46	business-email
1309	i would be grateful if	叉	B	5	5	4	240.0	960.0	92.48	business-email
1310	we are pleased to announce	双	B	5	5	4	240.0	960.0	92.51	business-email
1311	apologies for the delay	収	B	5	5	4	240.0	960.0	92.54	business-email
1312	i would like to schedule	叔	B	5	5	4	240.0	960.0	92.56	business-email
1313	does that work for you	受	B	5	5	4	240.0	960.0	92.59	business-email
1314	have a great day	古	B	4	4	3	320.0	960.0	92.62	business-email
1315	when you get a chance	句	B	5	5	4	240.0	960.0	92.64	business-email
1316	i wanted to bring to your attention	另	B	7	7	6	160.0	960.0	92.67	business-email
1317	i wanted to update you	叫	B	5	5	4	240.0	960.0	92.7	business-email
1318	thanks for letting me know	召	B	5	5	4	240.0	960.0	92.73	business-email
1319	due to	史	B	2	2	1	950.0	950.0	92.75	prose-connectives
1320	## Architecture	叶	B	2	2	1	950.0	950.0	92.78	markdown-docs
1321	in the meantime	吃	B	3	3	2	460.0	920.0	92.81	business-email
1322	the equation	各	B	2	2	1	920.0	920.0	92.83	math-logic
1323	in fact	吉	B	2	2	1	900.0	900.0	92.86	prose-connectives
1324	of course	吊	B	2	2	1	900.0	900.0	92.88	prose-connectives
1325	because of	吐	B	2	2	1	900.0	900.0	92.91	prose-connectives
1326	the end of the	吕	B	4	4	3	300.0	900.0	92.93	prose-collocations
1327	go through	吗	B	2	2	1	900.0	900.0	92.96	prompt-instructions
1328	right now	君	B	2	2	1	900.0	900.0	92.98	prompt-instructions
1329	understanding	吞	B	2	2	1	900.0	900.0	93.01	prose-multitoken-words
1330	significantly	吟	B	2	3	2	450.0	900.0	93.03	prose-multitoken-words
1331	def create_	吧	B	3	3	2	450.0	900.0	93.06	python
1332	status_code=404	吨	B	4	4	3	300.0	900.0	93.08	python
1333	status_code=400	吴	B	4	4	3	300.0	900.0	93.11	python
1334	logging.getLogger(	吸	B	3	4	3	300.0	900.0	93.13	python
1335	os.path.join(	吹	B	4	4	3	300.0	900.0	93.16	python
1336	from dataclasses import	吻	B	4	4	3	300.0	900.0	93.18	python
1337	or {}	吾	B	2	2	1	900.0	900.0	93.21	python
1338	or []	呀	B	2	2	1	900.0	900.0	93.24	python
1339	.get("type")	呈	B	4	4	3	300.0	900.0	93.26	python
1340	.items()	呢	B	2	2	1	900.0	900.0	93.29	python
1341	export default	味	B	2	2	1	900.0	900.0	93.31	js-ts
1342	} catch (error) {	呵	B	6	6	5	180.0	900.0	93.34	js-ts
1343	from 'react-router-dom'	呻	B	6	6	5	180.0	900.0	93.36	js-ts
1344	removeEventListener(	呼	B	3	4	3	300.0	900.0	93.39	js-ts
1345	useState(false)	咋	B	3	4	3	300.0	900.0	93.41	js-ts
1346	{ ...	咖	B	2	2	1	900.0	900.0	93.44	js-ts
1347	.length > 0	咨	B	4	4	3	300.0	900.0	93.46	js-ts
1348	if (!	咪	B	2	2	1	900.0	900.0	93.49	js-ts
1349	switch (	响	B	2	2	1	900.0	900.0	93.51	code-general
1350	continue;	員	B	2	2	1	900.0	900.0	93.54	code-general
1351	#include "	哥	B	2	2	1	900.0	900.0	93.56	code-general
1352	void *	哦	B	2	2	1	900.0	900.0	93.59	code-general
1353	:= range	哪	B	2	2	1	900.0	900.0	93.61	code-general
1354	.expect(	哭	B	2	2	1	900.0	900.0	93.64	code-general
1355	pub struct	哲	B	2	2	1	900.0	900.0	93.67	code-general
1356	private final	唐	B	2	2	1	900.0	900.0	93.69	code-general
1357	vec![	售	B	2	2	1	900.0	900.0	93.72	code-general
1358	not found	唯	B	2	2	1	900.0	900.0	93.74	code-general
1359	more detail	唱	B	2	2	1	900.0	900.0	93.77	prompt-instructions
1360	keep it simple	啊	B	3	3	2	450.0	900.0	93.79	prompt-instructions
1361	as a table	啥	B	3	3	2	450.0	900.0	93.82	prompt-instructions
1362	in json	啦	B	2	2	1	900.0	900.0	93.84	prompt-instructions
1363	do not add	啪	B	3	3	2	450.0	900.0	93.87	prompt-instructions
1364	without any explanation	善	B	3	3	2	450.0	900.0	93.89	prompt-instructions
1365	rewrite the	喊	B	2	2	1	900.0	900.0	93.92	prompt-instructions
1366	extract the	喘	B	2	2	1	900.0	900.0	93.94	prompt-instructions
1367	in javascript	喜	B	2	2	1	900.0	900.0	93.97	prompt-instructions
1368	and returns	喝	B	2	2	1	900.0	900.0	93.99	prompt-instructions
1369	given a	單	B	2	2	1	900.0	900.0	94.02	prompt-instructions
1370	would you	営	B	2	2	1	900.0	900.0	94.04	prompt-instructions
1371	please explain	喷	B	2	2	1	900.0	900.0	94.07	prompt-instructions
1372	think about	嗎	B	2	2	1	900.0	900.0	94.09	prompt-instructions
1373	why does	嗯	B	2	2	1	900.0	900.0	94.12	prompt-instructions
1374	an expert	嘉	B	2	2	1	900.0	900.0	94.15	prompt-instructions
1375	convert it to	嘎	B	3	3	2	450.0	900.0	94.17	prompt-instructions
1376	in order	嘛	B	2	2	1	900.0	900.0	94.2	prompt-instructions
1377	if there	嘴	B	2	2	1	900.0	900.0	94.22	prompt-instructions
1378	i tried	嘿	B	2	2	1	900.0	900.0	94.25	prompt-instructions
1379	hyperparameters	噜	B	2	2	1	900.0	900.0	94.27	ml-ai-jargon
1380	self-supervised	团	B	3	3	2	450.0	900.0	94.3	ml-ai-jargon
1381	training set	団	B	2	2	1	900.0	900.0	94.32	ml-ai-jargon
1382	positional encoding	园	B	3	3	2	450.0	900.0	94.35	ml-ai-jargon
1383	encoder-decoder	困	B	3	3	2	450.0	900.0	94.37	ml-ai-jargon
1384	sequence-to-sequence	囲	B	4	4	3	300.0	900.0	94.4	ml-ai-jargon
1385	in-context learning	図	B	3	3	2	450.0	900.0	94.42	ml-ai-jargon
1386	ground-truth labels	围	B	4	4	3	300.0	900.0	94.45	ml-ai-jargon
1387	loss.backward()	固	B	3	3	2	450.0	900.0	94.47	ml-ai-jargon
1388	optimizer.step()	圆	B	3	3	2	450.0	900.0	94.5	ml-ai-jargon
1389	billion parameters	圈	B	3	3	2	450.0	900.0	94.52	ml-ai-jargon
1390	mean squared error	國	B	3	3	2	450.0	900.0	94.55	ml-ai-jargon
1391	backward pass	園	B	2	3	2	450.0	900.0	94.58	ml-ai-jargon
1392	virtualenv	圖	B	2	2	1	900.0	900.0	94.6	shell-cli-git
1393	| awk	團	B	2	2	1	900.0	900.0	94.63	shell-cli-git
1394	cargo test	圣	B	2	2	1	900.0	900.0	94.65	shell-cli-git
1395	make install	圳	B	2	2	1	900.0	900.0	94.68	shell-cli-git
1396	```sh	圾	B	2	2	1	900.0	900.0	94.7	markdown-docs
1397	### Parameters	坂	B	2	2	1	900.0	900.0	94.73	markdown-docs
1398	see above	均	B	2	2	1	900.0	900.0	94.75	markdown-docs
1399	current directory	坊	B	2	2	1	900.0	900.0	94.78	markdown-docs
1400	absolute path	坏	B	2	2	1	900.0	900.0	94.8	markdown-docs
1401	is a function of	坐	B	4	4	3	300.0	900.0	94.83	math-logic
1402	i am pleased to	坑	B	4	4	3	300.0	900.0	94.85	business-email
1403	i am writing to inquire about	块	B	6	6	5	180.0	900.0	94.88	business-email
1404	in response to your	坚	B	4	4	3	300.0	900.0	94.9	business-email
1405	apologies for the delayed response	坛	B	6	6	5	180.0	900.0	94.93	business-email
1406	going to	坝	B	2	2	1	900.0	900.0	94.95	business-email
1407	as you can see	坡	B	4	4	3	300.0	900.0	94.98	business-email
1408	to keep you in the loop	坦	B	6	6	5	180.0	900.0	95.01	business-email
